"","Event","Date_Time","TemperatureC","Field","Pop","Cage","Height","Treatment"
"112",112,"07/16/2021 05:58:49",21.1,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"113",113,"07/16/2021 06:58:49",21.96,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"114",114,"07/16/2021 07:58:49",24.62,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"115",115,"07/16/2021 08:58:49",29.6,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"116",116,"07/16/2021 09:58:49",32.13,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"117",117,"07/16/2021 10:58:49",33.46,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"118",118,"07/16/2021 11:58:49",34.23,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"119",119,"07/16/2021 12:58:49",35.13,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"120",120,"07/16/2021 13:58:49",35.18,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"121",121,"07/16/2021 14:58:49",31.66,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"122",122,"07/16/2021 15:58:49",34.36,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"123",123,"07/16/2021 16:58:49",27.88,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"124",124,"07/16/2021 17:58:49",21.83,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"125",125,"07/16/2021 18:58:49",23.89,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"126",126,"07/16/2021 19:58:49",22.52,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"127",127,"07/16/2021 20:58:49",20.46,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"128",128,"07/16/2021 21:58:49",20.07,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"129",129,"07/16/2021 22:58:49",19.69,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"130",130,"07/16/2021 23:58:49",19.56,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"131",131,"07/17/2021 00:58:49",19.52,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"132",132,"07/17/2021 01:58:49",20.12,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"133",133,"07/17/2021 02:58:49",19.22,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"134",134,"07/17/2021 03:58:49",20.25,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"135",135,"07/17/2021 04:58:49",20.16,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"136",136,"07/17/2021 05:58:49",20.03,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"137",137,"07/17/2021 06:58:49",20.59,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"138",138,"07/17/2021 07:58:49",21.79,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"139",139,"07/17/2021 08:58:49",21.49,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"140",140,"07/17/2021 09:58:49",25.35,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"141",141,"07/17/2021 10:58:49",28.23,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"142",142,"07/17/2021 11:58:49",30.41,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"143",143,"07/17/2021 12:58:49",31.27,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"144",144,"07/17/2021 13:58:49",33.2,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"145",145,"07/17/2021 14:58:49",32.04,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"146",146,"07/17/2021 15:58:49",22.95,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"147",147,"07/17/2021 16:58:49",21.4,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"148",148,"07/17/2021 17:58:49",20.16,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"149",149,"07/17/2021 18:58:49",20.63,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"150",150,"07/17/2021 19:58:49",20.42,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"151",151,"07/17/2021 20:58:49",20.63,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"152",152,"07/17/2021 21:58:49",20.98,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"153",153,"07/17/2021 22:58:49",20.68,"YF","UP","S_UPS_H1_40",40,"Herbivore"
