"","Event","Date_Time","TemperatureC","Field","Pop","Cage","Height","Treatment"
"109",109,"08/12/2021 21:12:56",23.12,"UP","UP","S_UPH_V1_20",20,"Veg"
"110",110,"08/12/2021 22:12:56",21.92,"UP","UP","S_UPH_V1_20",20,"Veg"
"111",111,"08/12/2021 23:12:56",21.28,"UP","UP","S_UPH_V1_20",20,"Veg"
"112",112,"08/13/2021 00:12:56",20.93,"UP","UP","S_UPH_V1_20",20,"Veg"
"113",113,"08/13/2021 01:12:56",20.5,"UP","UP","S_UPH_V1_20",20,"Veg"
"114",114,"08/13/2021 02:12:56",19.86,"UP","UP","S_UPH_V1_20",20,"Veg"
"115",115,"08/13/2021 03:12:56",19.39,"UP","UP","S_UPH_V1_20",20,"Veg"
"116",116,"08/13/2021 04:12:56",18.96,"UP","UP","S_UPH_V1_20",20,"Veg"
"117",117,"08/13/2021 05:12:56",18.57,"UP","UP","S_UPH_V1_20",20,"Veg"
"118",118,"08/13/2021 06:12:56",18.27,"UP","UP","S_UPH_V1_20",20,"Veg"
"119",119,"08/13/2021 07:12:56",21.1,"UP","UP","S_UPH_V1_20",20,"Veg"
"120",120,"08/13/2021 08:12:56",24.36,"UP","UP","S_UPH_V1_20",20,"Veg"
"121",121,"08/13/2021 09:12:56",28.27,"UP","UP","S_UPH_V1_20",20,"Veg"
"122",122,"08/13/2021 10:12:56",31.92,"UP","UP","S_UPH_V1_20",20,"Veg"
"123",123,"08/13/2021 11:12:56",33.37,"UP","UP","S_UPH_V1_20",20,"Veg"
"124",124,"08/13/2021 12:12:56",34.62,"UP","UP","S_UPH_V1_20",20,"Veg"
"125",125,"08/13/2021 13:12:56",35.09,"UP","UP","S_UPH_V1_20",20,"Veg"
"126",126,"08/13/2021 14:12:56",36.51,"UP","UP","S_UPH_V1_20",20,"Veg"
"127",127,"08/13/2021 15:12:56",38.09,"UP","UP","S_UPH_V1_20",20,"Veg"
"128",128,"08/13/2021 16:12:56",38.39,"UP","UP","S_UPH_V1_20",20,"Veg"
"129",129,"08/13/2021 17:12:56",36.85,"UP","UP","S_UPH_V1_20",20,"Veg"
"130",130,"08/13/2021 18:12:56",30.37,"UP","UP","S_UPH_V1_20",20,"Veg"
"131",131,"08/13/2021 19:12:56",28.48,"UP","UP","S_UPH_V1_20",20,"Veg"
"132",132,"08/13/2021 20:12:56",24.45,"UP","UP","S_UPH_V1_20",20,"Veg"
"133",133,"08/13/2021 21:12:56",23.38,"UP","UP","S_UPH_V1_20",20,"Veg"
"134",134,"08/13/2021 22:12:56",23.29,"UP","UP","S_UPH_V1_20",20,"Veg"
"135",135,"08/13/2021 23:12:56",23.25,"UP","UP","S_UPH_V1_20",20,"Veg"
"136",136,"08/14/2021 00:12:56",23.03,"UP","UP","S_UPH_V1_20",20,"Veg"
"137",137,"08/14/2021 01:12:56",21.92,"UP","UP","S_UPH_V1_20",20,"Veg"
"138",138,"08/14/2021 02:12:56",22.26,"UP","UP","S_UPH_V1_20",20,"Veg"
"139",139,"08/14/2021 03:12:56",21.58,"UP","UP","S_UPH_V1_20",20,"Veg"
"140",140,"08/14/2021 04:12:56",20.76,"UP","UP","S_UPH_V1_20",20,"Veg"
"141",141,"08/14/2021 05:12:56",21.4,"UP","UP","S_UPH_V1_20",20,"Veg"
