Event,Date_Time,,TemperatureC,Field,Pop,Cage,Height,Treatment
1120,2021-09-14 0:37:49,53.54,11.97,UP,HF,S_HFN_H1,20,Herbivore
1121,2021-09-14 1:37:49,52.69,11.49,UP,HF,S_HFN_H1,20,Herbivore
1122,2021-09-14 2:37:49,53.15,11.75,UP,HF,S_HFN_H1,20,Herbivore
1123,2021-09-14 3:37:49,51.61,10.89,UP,HF,S_HFN_H1,20,Herbivore
1124,2021-09-14 4:37:49,49.91,9.95,UP,HF,S_HFN_H1,20,Herbivore
1125,2021-09-14 5:37:49,49.22,9.56,UP,HF,S_HFN_H1,20,Herbivore
1126,2021-09-14 6:37:49,48.21,9.01,UP,HF,S_HFN_H1,20,Herbivore
1127,2021-09-14 7:37:49,52.84,11.58,UP,HF,S_HFN_H1,20,Herbivore
1128,2021-09-14 8:37:49,55.47,13.04,UP,HF,S_HFN_H1,20,Herbivore
1129,2021-09-14 9:37:49,64.58,18.10,UP,HF,S_HFN_H1,20,Herbivore
1130,2021-09-14 10:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
1131,2021-09-14 11:37:49,77.09,25.05,UP,HF,S_HFN_H1,20,Herbivore
1132,2021-09-14 12:37:49,79.79,26.55,UP,HF,S_HFN_H1,20,Herbivore
1133,2021-09-14 13:37:49,88.13,31.19,UP,HF,S_HFN_H1,20,Herbivore
1134,2021-09-14 14:37:49,92.30,33.50,UP,HF,S_HFN_H1,20,Herbivore
1135,2021-09-14 15:37:49,82.19,27.88,UP,HF,S_HFN_H1,20,Herbivore
1136,2021-09-14 16:37:49,80.95,27.20,UP,HF,S_HFN_H1,20,Herbivore
1137,2021-09-14 17:37:49,75.93,24.41,UP,HF,S_HFN_H1,20,Herbivore
1138,2021-09-14 18:37:49,67.05,19.47,UP,HF,S_HFN_H1,20,Herbivore
1139,2021-09-14 19:37:49,64.04,17.80,UP,HF,S_HFN_H1,20,Herbivore
1140,2021-09-14 20:37:49,64.43,18.02,UP,HF,S_HFN_H1,20,Herbivore
1141,2021-09-14 21:37:49,64.81,18.23,UP,HF,S_HFN_H1,20,Herbivore
1142,2021-09-14 22:37:49,64.20,17.89,UP,HF,S_HFN_H1,20,Herbivore
1143,2021-09-14 23:37:49,65.97,18.87,UP,HF,S_HFN_H1,20,Herbivore
1144,2021-09-15 0:37:49,67.83,19.90,UP,HF,S_HFN_H1,20,Herbivore
1145,2021-09-15 1:37:49,68.29,20.16,UP,HF,S_HFN_H1,20,Herbivore
1146,2021-09-15 2:37:49,68.44,20.25,UP,HF,S_HFN_H1,20,Herbivore
1147,2021-09-15 3:37:49,68.83,20.46,UP,HF,S_HFN_H1,20,Herbivore
1148,2021-09-15 4:37:49,68.91,20.50,UP,HF,S_HFN_H1,20,Herbivore
1149,2021-09-15 5:37:49,68.67,20.37,UP,HF,S_HFN_H1,20,Herbivore
1150,2021-09-15 6:37:49,68.91,20.50,UP,HF,S_HFN_H1,20,Herbivore
1151,2021-09-15 7:37:49,67.36,19.65,UP,HF,S_HFN_H1,20,Herbivore
1152,2021-09-15 8:37:49,70.76,21.53,UP,HF,S_HFN_H1,20,Herbivore
1153,2021-09-15 9:37:49,70.53,21.40,UP,HF,S_HFN_H1,20,Herbivore
1154,2021-09-15 10:37:49,75.70,24.28,UP,HF,S_HFN_H1,20,Herbivore
1155,2021-09-15 11:37:49,78.25,25.69,UP,HF,S_HFN_H1,20,Herbivore
1156,2021-09-15 12:37:49,81.42,27.45,UP,HF,S_HFN_H1,20,Herbivore
1157,2021-09-15 13:37:49,79.56,26.42,UP,HF,S_HFN_H1,20,Herbivore
1158,2021-09-15 14:37:49,67.52,19.73,UP,HF,S_HFN_H1,20,Herbivore
1159,2021-09-15 15:37:49,67.13,19.52,UP,HF,S_HFN_H1,20,Herbivore
1160,2021-09-15 16:37:49,67.67,19.82,UP,HF,S_HFN_H1,20,Herbivore
1161,2021-09-15 17:37:49,65.43,18.57,UP,HF,S_HFN_H1,20,Herbivore
1162,2021-09-15 18:37:49,64.04,17.80,UP,HF,S_HFN_H1,20,Herbivore
1163,2021-09-15 19:37:49,63.04,17.24,UP,HF,S_HFN_H1,20,Herbivore
1164,2021-09-15 20:37:49,62.81,17.11,UP,HF,S_HFN_H1,20,Herbivore
1165,2021-09-15 21:37:49,60.88,16.04,UP,HF,S_HFN_H1,20,Herbivore
1166,2021-09-15 22:37:49,58.02,14.45,UP,HF,S_HFN_H1,20,Herbivore
1167,2021-09-15 23:37:49,57.48,14.15,UP,HF,S_HFN_H1,20,Herbivore
1168,2021-09-16 0:37:49,56.24,13.47,UP,HF,S_HFN_H1,20,Herbivore
1169,2021-09-16 1:37:49,56.17,13.43,UP,HF,S_HFN_H1,20,Herbivore
1170,2021-09-16 2:37:49,55.16,12.87,UP,HF,S_HFN_H1,20,Herbivore
1171,2021-09-16 3:37:49,54.85,12.70,UP,HF,S_HFN_H1,20,Herbivore
1172,2021-09-16 4:37:49,54.23,12.35,UP,HF,S_HFN_H1,20,Herbivore
1173,2021-09-16 5:37:49,53.62,12.01,UP,HF,S_HFN_H1,20,Herbivore
1174,2021-09-16 6:37:49,51.69,10.94,UP,HF,S_HFN_H1,20,Herbivore
1175,2021-09-16 7:37:49,52.46,11.37,UP,HF,S_HFN_H1,20,Herbivore
1176,2021-09-16 8:37:49,55.32,12.95,UP,HF,S_HFN_H1,20,Herbivore
1177,2021-09-16 9:37:49,64.66,18.14,UP,HF,S_HFN_H1,20,Herbivore
1178,2021-09-16 10:37:49,70.06,21.15,UP,HF,S_HFN_H1,20,Herbivore
1179,2021-09-16 11:37:49,74.00,23.34,UP,HF,S_HFN_H1,20,Herbivore
1180,2021-09-16 12:37:49,79.49,26.38,UP,HF,S_HFN_H1,20,Herbivore
1181,2021-09-16 13:37:49,83.42,28.57,UP,HF,S_HFN_H1,20,Herbivore
1182,2021-09-16 14:37:49,89.22,31.79,UP,HF,S_HFN_H1,20,Herbivore
1183,2021-09-16 15:37:49,89.91,32.17,UP,HF,S_HFN_H1,20,Herbivore
1184,2021-09-16 16:37:49,91.15,32.86,UP,HF,S_HFN_H1,20,Herbivore
1185,2021-09-16 17:37:49,84.89,29.38,UP,HF,S_HFN_H1,20,Herbivore
1186,2021-09-16 18:37:49,69.60,20.89,UP,HF,S_HFN_H1,20,Herbivore
1187,2021-09-16 19:37:49,59.56,15.31,UP,HF,S_HFN_H1,20,Herbivore
1188,2021-09-16 20:37:49,56.94,13.85,UP,HF,S_HFN_H1,20,Herbivore
1189,2021-09-16 21:37:49,56.94,13.85,UP,HF,S_HFN_H1,20,Herbivore
1190,2021-09-16 22:37:49,56.17,13.43,UP,HF,S_HFN_H1,20,Herbivore
1191,2021-09-16 23:37:49,55.86,13.25,UP,HF,S_HFN_H1,20,Herbivore
1192,2021-09-17 0:37:49,55.01,12.78,UP,HF,S_HFN_H1,20,Herbivore
1193,2021-09-17 1:37:49,57.25,14.03,UP,HF,S_HFN_H1,20,Herbivore
1194,2021-09-17 2:37:49,58.87,14.93,UP,HF,S_HFN_H1,20,Herbivore
1195,2021-09-17 3:37:49,58.25,14.58,UP,HF,S_HFN_H1,20,Herbivore
1196,2021-09-17 4:37:49,57.94,14.41,UP,HF,S_HFN_H1,20,Herbivore
1197,2021-09-17 5:37:49,60.64,15.91,UP,HF,S_HFN_H1,20,Herbivore
1198,2021-09-17 6:37:49,60.80,16.00,UP,HF,S_HFN_H1,20,Herbivore
1199,2021-09-17 7:37:49,62.34,16.86,UP,HF,S_HFN_H1,20,Herbivore
1200,2021-09-17 8:37:49,65.82,18.79,UP,HF,S_HFN_H1,20,Herbivore
1201,2021-09-17 9:37:49,70.14,21.19,UP,HF,S_HFN_H1,20,Herbivore
1202,2021-09-17 10:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
1203,2021-09-17 11:37:49,74.47,23.59,UP,HF,S_HFN_H1,20,Herbivore
1204,2021-09-17 12:37:49,79.41,26.34,UP,HF,S_HFN_H1,20,Herbivore
1205,2021-09-17 13:37:49,77.32,25.18,UP,HF,S_HFN_H1,20,Herbivore
1206,2021-09-17 14:37:49,80.10,26.72,UP,HF,S_HFN_H1,20,Herbivore
1207,2021-09-17 15:37:49,86.44,30.24,UP,HF,S_HFN_H1,20,Herbivore
1208,2021-09-17 16:37:49,79.87,26.60,UP,HF,S_HFN_H1,20,Herbivore
1209,2021-09-17 17:37:49,76.94,24.97,UP,HF,S_HFN_H1,20,Herbivore
1210,2021-09-17 18:37:49,73.77,23.21,UP,HF,S_HFN_H1,20,Herbivore
1211,2021-09-17 19:37:49,64.58,18.10,UP,HF,S_HFN_H1,20,Herbivore
1212,2021-09-17 20:37:49,66.82,19.35,UP,HF,S_HFN_H1,20,Herbivore
1213,2021-09-17 21:37:49,65.12,18.40,UP,HF,S_HFN_H1,20,Herbivore
1214,2021-09-17 22:37:49,63.42,17.46,UP,HF,S_HFN_H1,20,Herbivore
1215,2021-09-17 23:37:49,65.20,18.44,UP,HF,S_HFN_H1,20,Herbivore
1216,2021-09-18 0:37:49,65.59,18.66,UP,HF,S_HFN_H1,20,Herbivore
1217,2021-09-18 1:37:49,65.89,18.83,UP,HF,S_HFN_H1,20,Herbivore
1218,2021-09-18 2:37:49,65.51,18.62,UP,HF,S_HFN_H1,20,Herbivore
1219,2021-09-18 3:37:49,65.43,18.57,UP,HF,S_HFN_H1,20,Herbivore
1220,2021-09-18 4:37:49,65.89,18.83,UP,HF,S_HFN_H1,20,Herbivore
1221,2021-09-18 5:37:49,64.35,17.97,UP,HF,S_HFN_H1,20,Herbivore
1222,2021-09-18 6:37:49,62.73,17.07,UP,HF,S_HFN_H1,20,Herbivore
1223,2021-09-18 7:37:49,66.67,19.26,UP,HF,S_HFN_H1,20,Herbivore
1224,2021-09-18 8:37:49,69.22,20.68,UP,HF,S_HFN_H1,20,Herbivore
1225,2021-09-18 9:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
1226,2021-09-18 10:37:49,75.01,23.89,UP,HF,S_HFN_H1,20,Herbivore
1227,2021-09-18 11:37:49,77.09,25.05,UP,HF,S_HFN_H1,20,Herbivore
1228,2021-09-18 12:37:49,80.72,27.07,UP,HF,S_HFN_H1,20,Herbivore
1229,2021-09-18 13:37:49,71.92,22.18,UP,HF,S_HFN_H1,20,Herbivore
1230,2021-09-18 14:37:49,76.63,24.79,UP,HF,S_HFN_H1,20,Herbivore
1231,2021-09-18 15:37:49,76.78,24.88,UP,HF,S_HFN_H1,20,Herbivore
1232,2021-09-18 16:37:49,69.37,20.76,UP,HF,S_HFN_H1,20,Herbivore
1233,2021-09-18 17:37:49,65.51,18.62,UP,HF,S_HFN_H1,20,Herbivore
1234,2021-09-18 18:37:49,62.50,16.94,UP,HF,S_HFN_H1,20,Herbivore
1235,2021-09-18 19:37:49,56.86,13.81,UP,HF,S_HFN_H1,20,Herbivore
1236,2021-09-18 20:37:49,55.39,13.00,UP,HF,S_HFN_H1,20,Herbivore
1237,2021-09-18 21:37:49,53.23,11.79,UP,HF,S_HFN_H1,20,Herbivore
1238,2021-09-18 22:37:49,53.23,11.79,UP,HF,S_HFN_H1,20,Herbivore
1239,2021-09-18 23:37:49,51.69,10.94,UP,HF,S_HFN_H1,20,Herbivore
1240,2021-09-19 0:37:49,51.38,10.77,UP,HF,S_HFN_H1,20,Herbivore
1241,2021-09-19 1:37:49,50.30,10.16,UP,HF,S_HFN_H1,20,Herbivore
1242,2021-09-19 2:37:49,50.06,10.04,UP,HF,S_HFN_H1,20,Herbivore
1243,2021-09-19 3:37:49,49.37,9.65,UP,HF,S_HFN_H1,20,Herbivore
1244,2021-09-19 4:37:49,48.75,9.31,UP,HF,S_HFN_H1,20,Herbivore
1245,2021-09-19 5:37:49,48.91,9.39,UP,HF,S_HFN_H1,20,Herbivore
1246,2021-09-19 6:37:49,50.30,10.16,UP,HF,S_HFN_H1,20,Herbivore
1247,2021-09-19 7:37:49,52.92,11.62,UP,HF,S_HFN_H1,20,Herbivore
1248,2021-09-19 8:37:49,55.62,13.12,UP,HF,S_HFN_H1,20,Herbivore
1249,2021-09-19 9:37:49,59.95,15.53,UP,HF,S_HFN_H1,20,Herbivore
1250,2021-09-19 10:37:49,64.66,18.14,UP,HF,S_HFN_H1,20,Herbivore
1251,2021-09-19 11:37:49,70.06,21.15,UP,HF,S_HFN_H1,20,Herbivore
1252,2021-09-19 12:37:49,75.01,23.89,UP,HF,S_HFN_H1,20,Herbivore
1253,2021-09-19 13:37:49,83.35,28.53,UP,HF,S_HFN_H1,20,Herbivore
1254,2021-09-19 14:37:49,88.60,31.44,UP,HF,S_HFN_H1,20,Herbivore
1255,2021-09-19 15:37:49,89.14,31.74,UP,HF,S_HFN_H1,20,Herbivore
1256,2021-09-19 16:37:49,86.98,30.54,UP,HF,S_HFN_H1,20,Herbivore
1257,2021-09-19 17:37:49,79.02,26.12,UP,HF,S_HFN_H1,20,Herbivore
1258,2021-09-19 18:37:49,62.34,16.86,UP,HF,S_HFN_H1,20,Herbivore
1259,2021-09-19 19:37:49,53.15,11.75,UP,HF,S_HFN_H1,20,Herbivore
1260,2021-09-19 20:37:49,50.45,10.25,UP,HF,S_HFN_H1,20,Herbivore
1261,2021-09-19 21:37:49,48.98,9.44,UP,HF,S_HFN_H1,20,Herbivore
1262,2021-09-19 22:37:49,47.90,8.83,UP,HF,S_HFN_H1,20,Herbivore
1263,2021-09-19 23:37:49,47.67,8.71,UP,HF,S_HFN_H1,20,Herbivore
1264,2021-09-20 0:37:49,47.75,8.75,UP,HF,S_HFN_H1,20,Herbivore
1265,2021-09-20 1:37:49,47.21,8.45,UP,HF,S_HFN_H1,20,Herbivore
1266,2021-09-20 2:37:49,45.89,7.72,UP,HF,S_HFN_H1,20,Herbivore
1267,2021-09-20 3:37:49,45.59,7.55,UP,HF,S_HFN_H1,20,Herbivore
1268,2021-09-20 4:37:49,45.12,7.29,UP,HF,S_HFN_H1,20,Herbivore
1269,2021-09-20 5:37:49,44.97,7.20,UP,HF,S_HFN_H1,20,Herbivore
1270,2021-09-20 6:37:49,44.58,6.99,UP,HF,S_HFN_H1,20,Herbivore
1271,2021-09-20 7:37:49,46.90,8.28,UP,HF,S_HFN_H1,20,Herbivore
1272,2021-09-20 8:37:49,49.83,9.91,UP,HF,S_HFN_H1,20,Herbivore
1273,2021-09-20 9:37:49,58.87,14.93,UP,HF,S_HFN_H1,20,Herbivore
1274,2021-09-20 10:37:49,69.22,20.68,UP,HF,S_HFN_H1,20,Herbivore
1275,2021-09-20 11:37:49,76.86,24.92,UP,HF,S_HFN_H1,20,Herbivore
1276,2021-09-20 12:37:49,82.50,28.05,UP,HF,S_HFN_H1,20,Herbivore
1277,2021-09-20 13:37:49,88.91,31.61,UP,HF,S_HFN_H1,20,Herbivore
1278,2021-09-20 14:37:49,93.00,33.89,UP,HF,S_HFN_H1,20,Herbivore
1279,2021-09-20 15:37:49,94.39,34.66,UP,HF,S_HFN_H1,20,Herbivore
1280,2021-09-20 16:37:49,89.14,31.74,UP,HF,S_HFN_H1,20,Herbivore
1281,2021-09-20 17:37:49,83.73,28.74,UP,HF,S_HFN_H1,20,Herbivore
1282,2021-09-20 18:37:49,65.20,18.44,UP,HF,S_HFN_H1,20,Herbivore
1283,2021-09-20 19:37:49,56.40,13.55,UP,HF,S_HFN_H1,20,Herbivore
1284,2021-09-20 20:37:49,54.62,12.57,UP,HF,S_HFN_H1,20,Herbivore
1285,2021-09-20 21:37:49,55.01,12.78,UP,HF,S_HFN_H1,20,Herbivore
1286,2021-09-20 22:37:49,54.54,12.52,UP,HF,S_HFN_H1,20,Herbivore
1287,2021-09-20 23:37:49,53.93,12.18,UP,HF,S_HFN_H1,20,Herbivore
1288,2021-09-21 0:37:49,57.32,14.07,UP,HF,S_HFN_H1,20,Herbivore
1289,2021-09-21 1:37:49,59.64,15.36,UP,HF,S_HFN_H1,20,Herbivore
1290,2021-09-21 2:37:49,57.63,14.24,UP,HF,S_HFN_H1,20,Herbivore
1291,2021-09-21 3:37:49,59.49,15.27,UP,HF,S_HFN_H1,20,Herbivore
1292,2021-09-21 4:37:49,59.79,15.44,UP,HF,S_HFN_H1,20,Herbivore
1293,2021-09-21 5:37:49,58.71,14.84,UP,HF,S_HFN_H1,20,Herbivore
1294,2021-09-21 6:37:49,58.56,14.75,UP,HF,S_HFN_H1,20,Herbivore
1295,2021-09-21 7:37:49,58.71,14.84,UP,HF,S_HFN_H1,20,Herbivore
1296,2021-09-21 8:37:49,60.41,15.78,UP,HF,S_HFN_H1,20,Herbivore
1297,2021-09-21 9:37:49,64.20,17.89,UP,HF,S_HFN_H1,20,Herbivore
1298,2021-09-21 10:37:49,71.61,22.01,UP,HF,S_HFN_H1,20,Herbivore
1299,2021-09-21 11:37:49,76.01,24.45,UP,HF,S_HFN_H1,20,Herbivore
1300,2021-09-21 12:37:49,81.03,27.24,UP,HF,S_HFN_H1,20,Herbivore
1301,2021-09-21 13:37:49,86.44,30.24,UP,HF,S_HFN_H1,20,Herbivore
1302,2021-09-21 14:37:49,80.64,27.02,UP,HF,S_HFN_H1,20,Herbivore
1303,2021-09-21 15:37:49,79.18,26.21,UP,HF,S_HFN_H1,20,Herbivore
1304,2021-09-21 16:37:49,75.62,24.24,UP,HF,S_HFN_H1,20,Herbivore
1305,2021-09-21 17:37:49,76.01,24.45,UP,HF,S_HFN_H1,20,Herbivore
1306,2021-09-21 18:37:49,64.89,18.27,UP,HF,S_HFN_H1,20,Herbivore
1307,2021-09-21 19:37:49,60.49,15.83,UP,HF,S_HFN_H1,20,Herbivore
1308,2021-09-21 20:37:49,58.10,14.50,UP,HF,S_HFN_H1,20,Herbivore
1309,2021-09-21 21:37:49,56.94,13.85,UP,HF,S_HFN_H1,20,Herbivore
1310,2021-09-21 22:37:49,56.55,13.64,UP,HF,S_HFN_H1,20,Herbivore
1311,2021-09-21 23:37:49,60.41,15.78,UP,HF,S_HFN_H1,20,Herbivore
1312,2021-09-22 0:37:49,59.25,15.14,UP,HF,S_HFN_H1,20,Herbivore
1313,2021-09-22 1:37:49,60.88,16.04,UP,HF,S_HFN_H1,20,Herbivore
1314,2021-09-22 2:37:49,61.88,16.60,UP,HF,S_HFN_H1,20,Herbivore
1315,2021-09-22 3:37:49,61.11,16.17,UP,HF,S_HFN_H1,20,Herbivore
1316,2021-09-22 4:37:49,59.56,15.31,UP,HF,S_HFN_H1,20,Herbivore
1317,2021-09-22 5:37:49,60.34,15.74,UP,HF,S_HFN_H1,20,Herbivore
1318,2021-09-22 6:37:49,62.19,16.77,UP,HF,S_HFN_H1,20,Herbivore
1319,2021-09-22 7:37:49,63.50,17.50,UP,HF,S_HFN_H1,20,Herbivore
1320,2021-09-22 8:37:49,66.82,19.35,UP,HF,S_HFN_H1,20,Herbivore
1321,2021-09-22 9:37:49,69.22,20.68,UP,HF,S_HFN_H1,20,Herbivore
1322,2021-09-22 10:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
1323,2021-09-22 11:37:49,72.23,22.35,UP,HF,S_HFN_H1,20,Herbivore
1324,2021-09-22 12:37:49,79.02,26.12,UP,HF,S_HFN_H1,20,Herbivore
1325,2021-09-22 13:37:49,88.21,31.23,UP,HF,S_HFN_H1,20,Herbivore
1326,2021-09-22 14:37:49,84.27,29.04,UP,HF,S_HFN_H1,20,Herbivore
1327,2021-09-22 15:37:49,89.06,31.70,UP,HF,S_HFN_H1,20,Herbivore
1328,2021-09-22 16:37:49,79.79,26.55,UP,HF,S_HFN_H1,20,Herbivore
1329,2021-09-22 17:37:49,82.27,27.93,UP,HF,S_HFN_H1,20,Herbivore
1330,2021-09-22 18:37:49,72.38,22.43,UP,HF,S_HFN_H1,20,Herbivore
1331,2021-09-22 19:37:49,68.52,20.29,UP,HF,S_HFN_H1,20,Herbivore
1332,2021-09-22 20:37:49,66.59,19.22,UP,HF,S_HFN_H1,20,Herbivore
1333,2021-09-22 21:37:49,69.45,20.80,UP,HF,S_HFN_H1,20,Herbivore
1334,2021-09-22 22:37:49,68.21,20.12,UP,HF,S_HFN_H1,20,Herbivore
1335,2021-09-22 23:37:49,64.27,17.93,UP,HF,S_HFN_H1,20,Herbivore
1336,2021-09-23 0:37:49,64.81,18.23,UP,HF,S_HFN_H1,20,Herbivore
1337,2021-09-23 1:37:49,69.52,20.85,UP,HF,S_HFN_H1,20,Herbivore
1338,2021-09-23 2:37:49,70.45,21.36,UP,HF,S_HFN_H1,20,Herbivore
1339,2021-09-23 3:37:49,69.45,20.80,UP,HF,S_HFN_H1,20,Herbivore
1340,2021-09-23 4:37:49,70.22,21.23,UP,HF,S_HFN_H1,20,Herbivore
1341,2021-09-23 5:37:49,69.99,21.10,UP,HF,S_HFN_H1,20,Herbivore
1342,2021-09-23 6:37:49,68.83,20.46,UP,HF,S_HFN_H1,20,Herbivore
1343,2021-09-23 7:37:49,65.89,18.83,UP,HF,S_HFN_H1,20,Herbivore
1344,2021-09-23 8:37:49,68.37,20.20,UP,HF,S_HFN_H1,20,Herbivore
1345,2021-09-23 9:37:49,72.30,22.39,UP,HF,S_HFN_H1,20,Herbivore
1346,2021-09-23 10:37:49,78.71,25.95,UP,HF,S_HFN_H1,20,Herbivore
1347,2021-09-23 11:37:49,80.34,26.85,UP,HF,S_HFN_H1,20,Herbivore
1348,2021-09-23 12:37:49,90.14,32.30,UP,HF,S_HFN_H1,20,Herbivore
1349,2021-09-23 13:37:49,86.51,30.28,UP,HF,S_HFN_H1,20,Herbivore
1350,2021-09-23 14:37:49,95.70,35.39,UP,HF,S_HFN_H1,20,Herbivore
1351,2021-09-23 15:37:49,83.35,28.53,UP,HF,S_HFN_H1,20,Herbivore
1352,2021-09-23 16:37:49,86.28,30.16,UP,HF,S_HFN_H1,20,Herbivore
1353,2021-09-23 17:37:49,78.17,25.65,UP,HF,S_HFN_H1,20,Herbivore
1354,2021-09-23 18:37:49,70.84,21.58,UP,HF,S_HFN_H1,20,Herbivore
1355,2021-09-23 19:37:49,66.98,19.43,UP,HF,S_HFN_H1,20,Herbivore
1356,2021-09-23 20:37:49,67.83,19.90,UP,HF,S_HFN_H1,20,Herbivore
1357,2021-09-23 21:37:49,69.45,20.80,UP,HF,S_HFN_H1,20,Herbivore
1358,2021-09-23 22:37:49,71.53,21.96,UP,HF,S_HFN_H1,20,Herbivore
1359,2021-09-23 23:37:49,70.76,21.53,UP,HF,S_HFN_H1,20,Herbivore
1360,2021-09-24 0:37:49,71.30,21.83,UP,HF,S_HFN_H1,20,Herbivore
1361,2021-09-24 1:37:49,70.53,21.40,UP,HF,S_HFN_H1,20,Herbivore
1362,2021-09-24 2:37:49,68.75,20.42,UP,HF,S_HFN_H1,20,Herbivore
1363,2021-09-24 3:37:49,65.51,18.62,UP,HF,S_HFN_H1,20,Herbivore
1364,2021-09-24 4:37:49,63.66,17.59,UP,HF,S_HFN_H1,20,Herbivore
1365,2021-09-24 5:37:49,62.96,17.20,UP,HF,S_HFN_H1,20,Herbivore
1366,2021-09-24 6:37:49,62.34,16.86,UP,HF,S_HFN_H1,20,Herbivore
1367,2021-09-24 7:37:49,61.80,16.56,UP,HF,S_HFN_H1,20,Herbivore
1368,2021-09-24 8:37:49,60.41,15.78,UP,HF,S_HFN_H1,20,Herbivore
1369,2021-09-24 9:37:49,61.03,16.13,UP,HF,S_HFN_H1,20,Herbivore
1370,2021-09-24 10:37:49,62.65,17.03,UP,HF,S_HFN_H1,20,Herbivore
1371,2021-09-24 11:37:49,63.66,17.59,UP,HF,S_HFN_H1,20,Herbivore
1372,2021-09-24 12:37:49,71.15,21.75,UP,HF,S_HFN_H1,20,Herbivore
1373,2021-09-24 13:37:49,81.80,27.67,UP,HF,S_HFN_H1,20,Herbivore
1374,2021-09-24 14:37:49,84.74,29.30,UP,HF,S_HFN_H1,20,Herbivore
1375,2021-09-24 15:37:49,86.51,30.28,UP,HF,S_HFN_H1,20,Herbivore
1376,2021-09-24 16:37:49,81.96,27.75,UP,HF,S_HFN_H1,20,Herbivore
1377,2021-09-24 17:37:49,67.59,19.77,UP,HF,S_HFN_H1,20,Herbivore
1378,2021-09-24 18:37:49,64.04,17.80,UP,HF,S_HFN_H1,20,Herbivore
1379,2021-09-24 19:37:49,59.49,15.27,UP,HF,S_HFN_H1,20,Herbivore
1380,2021-09-24 20:37:49,53.93,12.18,UP,HF,S_HFN_H1,20,Herbivore
1381,2021-09-24 21:37:49,51.92,11.07,UP,HF,S_HFN_H1,20,Herbivore
1382,2021-09-24 22:37:49,51.07,10.59,UP,HF,S_HFN_H1,20,Herbivore
1383,2021-09-24 23:37:49,50.30,10.16,UP,HF,S_HFN_H1,20,Herbivore
1384,2021-09-25 0:37:49,53.93,12.18,UP,HF,S_HFN_H1,20,Herbivore
1385,2021-09-25 1:37:49,50.84,10.46,UP,HF,S_HFN_H1,20,Herbivore
1386,2021-09-25 2:37:49,48.75,9.31,UP,HF,S_HFN_H1,20,Herbivore
1387,2021-09-25 3:37:49,48.52,9.18,UP,HF,S_HFN_H1,20,Herbivore
1388,2021-09-25 4:37:49,52.00,11.11,UP,HF,S_HFN_H1,20,Herbivore
1389,2021-09-25 5:37:49,49.22,9.56,UP,HF,S_HFN_H1,20,Herbivore
1390,2021-09-25 6:37:49,47.75,8.75,UP,HF,S_HFN_H1,20,Herbivore
1391,2021-09-25 7:37:49,48.91,9.39,UP,HF,S_HFN_H1,20,Herbivore
1392,2021-09-25 8:37:49,53.15,11.75,UP,HF,S_HFN_H1,20,Herbivore
1393,2021-09-25 9:37:49,56.63,13.68,UP,HF,S_HFN_H1,20,Herbivore
1394,2021-09-25 10:37:49,67.13,19.52,UP,HF,S_HFN_H1,20,Herbivore
1395,2021-09-25 11:37:49,71.07,21.70,UP,HF,S_HFN_H1,20,Herbivore
1396,2021-09-25 12:37:49,72.54,22.52,UP,HF,S_HFN_H1,20,Herbivore
1397,2021-09-25 13:37:49,81.11,27.28,UP,HF,S_HFN_H1,20,Herbivore
1398,2021-09-25 14:37:49,90.06,32.26,UP,HF,S_HFN_H1,20,Herbivore
1399,2021-09-25 15:37:49,83.27,28.48,UP,HF,S_HFN_H1,20,Herbivore
1400,2021-09-25 16:37:49,74.85,23.81,UP,HF,S_HFN_H1,20,Herbivore
1401,2021-09-25 17:37:49,67.75,19.86,UP,HF,S_HFN_H1,20,Herbivore
1402,2021-09-25 18:37:49,59.64,15.36,UP,HF,S_HFN_H1,20,Herbivore
1403,2021-09-25 19:37:49,55.70,13.17,UP,HF,S_HFN_H1,20,Herbivore
1404,2021-09-25 20:37:49,55.55,13.08,UP,HF,S_HFN_H1,20,Herbivore
1405,2021-09-25 21:37:49,54.93,12.74,UP,HF,S_HFN_H1,20,Herbivore
1406,2021-09-25 22:37:49,53.15,11.75,UP,HF,S_HFN_H1,20,Herbivore
1407,2021-09-25 23:37:49,52.30,11.28,UP,HF,S_HFN_H1,20,Herbivore
1408,2021-09-26 0:37:49,52.77,11.54,UP,HF,S_HFN_H1,20,Herbivore
1409,2021-09-26 1:37:49,52.84,11.58,UP,HF,S_HFN_H1,20,Herbivore
1410,2021-09-26 2:37:49,53.15,11.75,UP,HF,S_HFN_H1,20,Herbivore
1411,2021-09-26 3:37:49,53.85,12.14,UP,HF,S_HFN_H1,20,Herbivore
1412,2021-09-26 4:37:49,53.15,11.75,UP,HF,S_HFN_H1,20,Herbivore
1413,2021-09-26 5:37:49,54.23,12.35,UP,HF,S_HFN_H1,20,Herbivore
1414,2021-09-26 6:37:49,52.07,11.15,UP,HF,S_HFN_H1,20,Herbivore
1415,2021-09-26 7:37:49,53.62,12.01,UP,HF,S_HFN_H1,20,Herbivore
1416,2021-09-26 8:37:49,57.94,14.41,UP,HF,S_HFN_H1,20,Herbivore
