Event,Date_Time,,TemperatureC,Field,Pop,Cage,Height,Treatment
1,2021-07-29 9:37:49,75.24,24.02,UP,HF,S_HFN_H1,20,Herbivore
2,2021-07-29 10:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
3,2021-07-29 11:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
4,2021-07-29 12:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
5,2021-07-29 13:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
6,2021-07-29 14:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
7,2021-07-29 15:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
8,2021-07-29 16:37:49,72.61,22.56,UP,HF,S_HFN_H1,20,Herbivore
9,2021-07-29 17:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
10,2021-07-29 18:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
11,2021-07-29 19:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
12,2021-07-29 20:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
13,2021-07-29 21:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
14,2021-07-29 22:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
15,2021-07-29 23:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
16,2021-07-30 0:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
17,2021-07-30 1:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
18,2021-07-30 2:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
19,2021-07-30 3:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
20,2021-07-30 4:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
21,2021-07-30 5:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
22,2021-07-30 6:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
23,2021-07-30 7:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
24,2021-07-30 8:37:49,73.69,23.16,UP,HF,S_HFN_H1,20,Herbivore
25,2021-07-30 9:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
26,2021-07-30 10:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
27,2021-07-30 11:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
28,2021-07-30 12:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
29,2021-07-30 13:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
30,2021-07-30 14:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
31,2021-07-30 15:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
32,2021-07-30 16:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
33,2021-07-30 17:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
34,2021-07-30 18:37:49,73.15,22.86,UP,HF,S_HFN_H1,20,Herbivore
35,2021-07-30 19:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
36,2021-07-30 20:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
37,2021-07-30 21:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
38,2021-07-30 22:37:49,73.15,22.86,UP,HF,S_HFN_H1,20,Herbivore
39,2021-07-30 23:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
40,2021-07-31 0:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
41,2021-07-31 1:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
42,2021-07-31 2:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
43,2021-07-31 3:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
44,2021-07-31 4:37:49,74.08,23.38,UP,HF,S_HFN_H1,20,Herbivore
45,2021-07-31 5:37:49,74.16,23.42,UP,HF,S_HFN_H1,20,Herbivore
46,2021-07-31 6:37:49,74.47,23.59,UP,HF,S_HFN_H1,20,Herbivore
47,2021-07-31 7:37:49,74.70,23.72,UP,HF,S_HFN_H1,20,Herbivore
48,2021-07-31 8:37:49,73.93,23.29,UP,HF,S_HFN_H1,20,Herbivore
49,2021-07-31 9:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
50,2021-07-31 10:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
51,2021-07-31 11:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
52,2021-07-31 12:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
53,2021-07-31 13:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
54,2021-07-31 14:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
55,2021-07-31 15:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
56,2021-07-31 16:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
57,2021-07-31 17:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
58,2021-07-31 18:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
59,2021-07-31 19:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
60,2021-07-31 20:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
61,2021-07-31 21:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
62,2021-07-31 22:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
63,2021-07-31 23:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
64,2021-08-01 0:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
65,2021-08-01 1:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
66,2021-08-01 2:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
67,2021-08-01 3:37:49,73.93,23.29,UP,HF,S_HFN_H1,20,Herbivore
68,2021-08-01 4:37:49,74.47,23.59,UP,HF,S_HFN_H1,20,Herbivore
69,2021-08-01 5:37:49,74.62,23.68,UP,HF,S_HFN_H1,20,Herbivore
70,2021-08-01 6:37:49,74.78,23.76,UP,HF,S_HFN_H1,20,Herbivore
71,2021-08-01 7:37:49,75.16,23.98,UP,HF,S_HFN_H1,20,Herbivore
72,2021-08-01 8:37:49,74.00,23.34,UP,HF,S_HFN_H1,20,Herbivore
73,2021-08-01 9:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
74,2021-08-01 10:37:49,73.69,23.16,UP,HF,S_HFN_H1,20,Herbivore
75,2021-08-01 11:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
76,2021-08-01 12:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
77,2021-08-01 13:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
78,2021-08-01 14:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
79,2021-08-01 15:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
80,2021-08-01 16:37:49,73.15,22.86,UP,HF,S_HFN_H1,20,Herbivore
81,2021-08-01 17:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
82,2021-08-01 18:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
83,2021-08-01 19:37:49,73.15,22.86,UP,HF,S_HFN_H1,20,Herbivore
84,2021-08-01 20:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
85,2021-08-01 21:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
86,2021-08-01 22:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
87,2021-08-01 23:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
88,2021-08-02 0:37:49,73.69,23.16,UP,HF,S_HFN_H1,20,Herbivore
89,2021-08-02 1:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
90,2021-08-02 2:37:49,73.77,23.21,UP,HF,S_HFN_H1,20,Herbivore
91,2021-08-02 3:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
92,2021-08-02 4:37:49,73.77,23.21,UP,HF,S_HFN_H1,20,Herbivore
93,2021-08-02 5:37:49,73.77,23.21,UP,HF,S_HFN_H1,20,Herbivore
94,2021-08-02 6:37:49,73.85,23.25,UP,HF,S_HFN_H1,20,Herbivore
95,2021-08-02 7:37:49,73.77,23.21,UP,HF,S_HFN_H1,20,Herbivore
96,2021-08-02 8:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
97,2021-08-02 9:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
98,2021-08-02 10:37:49,73.69,23.16,UP,HF,S_HFN_H1,20,Herbivore
99,2021-08-02 11:37:49,73.15,22.86,UP,HF,S_HFN_H1,20,Herbivore
100,2021-08-02 12:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
101,2021-08-02 13:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
102,2021-08-02 14:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
103,2021-08-02 15:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
104,2021-08-02 16:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
105,2021-08-02 17:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
106,2021-08-02 18:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
107,2021-08-02 19:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
108,2021-08-02 20:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
109,2021-08-02 21:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
110,2021-08-02 22:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
111,2021-08-02 23:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
112,2021-08-03 0:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
113,2021-08-03 1:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
114,2021-08-03 2:37:49,73.69,23.16,UP,HF,S_HFN_H1,20,Herbivore
115,2021-08-03 3:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
116,2021-08-03 4:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
117,2021-08-03 5:37:49,74.00,23.34,UP,HF,S_HFN_H1,20,Herbivore
118,2021-08-03 6:37:49,74.54,23.64,UP,HF,S_HFN_H1,20,Herbivore
119,2021-08-03 7:37:49,73.15,22.86,UP,HF,S_HFN_H1,20,Herbivore
120,2021-08-03 8:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
121,2021-08-03 9:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
122,2021-08-03 10:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
123,2021-08-03 11:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
124,2021-08-03 12:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
125,2021-08-03 13:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
126,2021-08-03 14:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
127,2021-08-03 15:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
128,2021-08-03 16:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
129,2021-08-03 17:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
130,2021-08-03 18:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
131,2021-08-03 19:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
132,2021-08-03 20:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
133,2021-08-03 21:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
134,2021-08-03 22:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
135,2021-08-03 23:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
136,2021-08-04 0:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
137,2021-08-04 1:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
138,2021-08-04 2:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
139,2021-08-04 3:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
140,2021-08-04 4:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
141,2021-08-04 5:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
142,2021-08-04 6:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
143,2021-08-04 7:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
144,2021-08-04 8:37:49,73.69,23.16,UP,HF,S_HFN_H1,20,Herbivore
145,2021-08-04 9:37:49,73.85,23.25,UP,HF,S_HFN_H1,20,Herbivore
146,2021-08-04 10:37:49,73.77,23.21,UP,HF,S_HFN_H1,20,Herbivore
147,2021-08-04 11:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
148,2021-08-04 12:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
149,2021-08-04 13:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
150,2021-08-04 14:37:49,73.15,22.86,UP,HF,S_HFN_H1,20,Herbivore
151,2021-08-04 15:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
152,2021-08-04 16:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
153,2021-08-04 17:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
154,2021-08-04 18:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
155,2021-08-04 19:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
156,2021-08-04 20:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
157,2021-08-04 21:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
158,2021-08-04 22:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
159,2021-08-04 23:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
160,2021-08-05 0:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
161,2021-08-05 1:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
162,2021-08-05 2:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
163,2021-08-05 3:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
164,2021-08-05 4:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
165,2021-08-05 5:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
166,2021-08-05 6:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
167,2021-08-05 7:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
168,2021-08-05 8:37:49,73.93,23.29,UP,HF,S_HFN_H1,20,Herbivore
169,2021-08-05 9:37:49,73.77,23.21,UP,HF,S_HFN_H1,20,Herbivore
170,2021-08-05 10:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
171,2021-08-05 11:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
172,2021-08-05 12:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
173,2021-08-05 13:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
174,2021-08-05 14:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
175,2021-08-05 15:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
176,2021-08-05 16:37:49,72.61,22.56,UP,HF,S_HFN_H1,20,Herbivore
177,2021-08-05 17:37:49,72.61,22.56,UP,HF,S_HFN_H1,20,Herbivore
178,2021-08-05 18:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
179,2021-08-05 19:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
180,2021-08-05 20:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
181,2021-08-05 21:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
182,2021-08-05 22:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
183,2021-08-05 23:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
184,2021-08-06 0:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
185,2021-08-06 1:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
186,2021-08-06 2:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
187,2021-08-06 3:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
188,2021-08-06 4:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
189,2021-08-06 5:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
190,2021-08-06 6:37:49,73.23,22.91,UP,HF,S_HFN_H1,20,Herbivore
191,2021-08-06 7:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
192,2021-08-06 8:37:49,73.46,23.03,UP,HF,S_HFN_H1,20,Herbivore
193,2021-08-06 9:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
194,2021-08-06 10:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
195,2021-08-06 11:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
196,2021-08-06 12:37:49,72.61,22.56,UP,HF,S_HFN_H1,20,Herbivore
197,2021-08-06 13:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
198,2021-08-06 14:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
199,2021-08-06 15:37:49,72.54,22.52,UP,HF,S_HFN_H1,20,Herbivore
200,2021-08-06 16:37:49,72.61,22.56,UP,HF,S_HFN_H1,20,Herbivore
201,2021-08-06 17:37:49,84.74,29.30,UP,HF,S_HFN_H1,20,Herbivore
202,2021-08-06 18:37:49,86.28,30.16,UP,HF,S_HFN_H1,20,Herbivore
203,2021-08-06 19:37:49,86.13,30.07,UP,HF,S_HFN_H1,20,Herbivore
204,2021-08-06 20:37:49,84.20,29.00,UP,HF,S_HFN_H1,20,Herbivore
205,2021-08-06 21:37:49,82.03,27.80,UP,HF,S_HFN_H1,20,Herbivore
206,2021-08-06 22:37:49,79.95,26.64,UP,HF,S_HFN_H1,20,Herbivore
207,2021-08-06 23:37:49,78.02,25.57,UP,HF,S_HFN_H1,20,Herbivore
208,2021-08-07 0:37:49,76.24,24.58,UP,HF,S_HFN_H1,20,Herbivore
209,2021-08-07 1:37:49,74.54,23.64,UP,HF,S_HFN_H1,20,Herbivore
210,2021-08-07 2:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
211,2021-08-07 3:37:49,71.76,22.09,UP,HF,S_HFN_H1,20,Herbivore
212,2021-08-07 4:37:49,70.68,21.49,UP,HF,S_HFN_H1,20,Herbivore
213,2021-08-07 5:37:49,69.83,21.02,UP,HF,S_HFN_H1,20,Herbivore
214,2021-08-07 6:37:49,68.98,20.55,UP,HF,S_HFN_H1,20,Herbivore
215,2021-08-07 7:37:49,68.83,20.46,UP,HF,S_HFN_H1,20,Herbivore
216,2021-08-07 8:37:49,69.99,21.10,UP,HF,S_HFN_H1,20,Herbivore
217,2021-08-07 9:37:49,72.30,22.39,UP,HF,S_HFN_H1,20,Herbivore
218,2021-08-07 10:37:49,76.17,24.54,UP,HF,S_HFN_H1,20,Herbivore
219,2021-08-07 11:37:49,82.03,27.80,UP,HF,S_HFN_H1,20,Herbivore
220,2021-08-07 12:37:49,89.60,32.00,UP,HF,S_HFN_H1,20,Herbivore
221,2021-08-07 13:37:49,92.54,33.63,UP,HF,S_HFN_H1,20,Herbivore
222,2021-08-07 14:37:49,88.21,31.23,UP,HF,S_HFN_H1,20,Herbivore
223,2021-08-07 15:37:49,79.87,26.60,UP,HF,S_HFN_H1,20,Herbivore
224,2021-08-07 16:37:49,78.71,25.95,UP,HF,S_HFN_H1,20,Herbivore
225,2021-08-07 17:37:49,74.78,23.76,UP,HF,S_HFN_H1,20,Herbivore
226,2021-08-07 18:37:49,81.65,27.58,UP,HF,S_HFN_H1,20,Herbivore
227,2021-08-07 19:37:49,75.16,23.98,UP,HF,S_HFN_H1,20,Herbivore
228,2021-08-07 20:37:49,73.31,22.95,UP,HF,S_HFN_H1,20,Herbivore
229,2021-08-07 21:37:49,71.92,22.18,UP,HF,S_HFN_H1,20,Herbivore
230,2021-08-07 22:37:49,74.23,23.46,UP,HF,S_HFN_H1,20,Herbivore
231,2021-08-07 23:37:49,76.24,24.58,UP,HF,S_HFN_H1,20,Herbivore
232,2021-08-08 0:37:49,77.01,25.01,UP,HF,S_HFN_H1,20,Herbivore
233,2021-08-08 1:37:49,75.86,24.36,UP,HF,S_HFN_H1,20,Herbivore
234,2021-08-08 2:37:49,74.62,23.68,UP,HF,S_HFN_H1,20,Herbivore
235,2021-08-08 3:37:49,73.77,23.21,UP,HF,S_HFN_H1,20,Herbivore
236,2021-08-08 4:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
237,2021-08-08 5:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
238,2021-08-08 6:37:49,72.30,22.39,UP,HF,S_HFN_H1,20,Herbivore
239,2021-08-08 7:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
240,2021-08-08 8:37:49,74.85,23.81,UP,HF,S_HFN_H1,20,Herbivore
241,2021-08-08 9:37:49,76.55,24.75,UP,HF,S_HFN_H1,20,Herbivore
242,2021-08-08 10:37:49,81.57,27.54,UP,HF,S_HFN_H1,20,Herbivore
243,2021-08-08 11:37:49,85.28,29.60,UP,HF,S_HFN_H1,20,Herbivore
244,2021-08-08 12:37:49,86.44,30.24,UP,HF,S_HFN_H1,20,Herbivore
245,2021-08-08 13:37:49,88.98,31.66,UP,HF,S_HFN_H1,20,Herbivore
246,2021-08-08 14:37:49,95.62,35.35,UP,HF,S_HFN_H1,20,Herbivore
247,2021-08-08 15:37:49,100.95,38.31,UP,HF,S_HFN_H1,20,Herbivore
248,2021-08-08 16:37:49,92.92,33.85,UP,HF,S_HFN_H1,20,Herbivore
249,2021-08-08 17:37:49,82.34,27.97,UP,HF,S_HFN_H1,20,Herbivore
250,2021-08-08 18:37:49,78.79,25.99,UP,HF,S_HFN_H1,20,Herbivore
251,2021-08-08 19:37:49,75.86,24.36,UP,HF,S_HFN_H1,20,Herbivore
252,2021-08-08 20:37:49,72.23,22.35,UP,HF,S_HFN_H1,20,Herbivore
253,2021-08-08 21:37:49,70.30,21.28,UP,HF,S_HFN_H1,20,Herbivore
254,2021-08-08 22:37:49,68.67,20.37,UP,HF,S_HFN_H1,20,Herbivore
255,2021-08-08 23:37:49,67.83,19.90,UP,HF,S_HFN_H1,20,Herbivore
256,2021-08-09 0:37:49,66.98,19.43,UP,HF,S_HFN_H1,20,Herbivore
257,2021-08-09 1:37:49,67.21,19.56,UP,HF,S_HFN_H1,20,Herbivore
258,2021-08-09 2:37:49,67.75,19.86,UP,HF,S_HFN_H1,20,Herbivore
259,2021-08-09 3:37:49,67.98,19.99,UP,HF,S_HFN_H1,20,Herbivore
260,2021-08-09 4:37:49,66.28,19.04,UP,HF,S_HFN_H1,20,Herbivore
261,2021-08-09 5:37:49,66.51,19.17,UP,HF,S_HFN_H1,20,Herbivore
262,2021-08-09 6:37:49,67.75,19.86,UP,HF,S_HFN_H1,20,Herbivore
263,2021-08-09 7:37:49,71.61,22.01,UP,HF,S_HFN_H1,20,Herbivore
264,2021-08-09 8:37:49,78.48,25.82,UP,HF,S_HFN_H1,20,Herbivore
265,2021-08-09 9:37:49,79.79,26.55,UP,HF,S_HFN_H1,20,Herbivore
266,2021-08-09 10:37:49,85.51,29.73,UP,HF,S_HFN_H1,20,Herbivore
267,2021-08-09 11:37:49,84.66,29.26,UP,HF,S_HFN_H1,20,Herbivore
268,2021-08-09 12:37:49,83.73,28.74,UP,HF,S_HFN_H1,20,Herbivore
269,2021-08-09 13:37:49,85.05,29.47,UP,HF,S_HFN_H1,20,Herbivore
270,2021-08-09 14:37:49,90.06,32.26,UP,HF,S_HFN_H1,20,Herbivore
271,2021-08-09 15:37:49,95.39,35.22,UP,HF,S_HFN_H1,20,Herbivore
272,2021-08-09 16:37:49,102.34,39.08,UP,HF,S_HFN_H1,20,Herbivore
273,2021-08-09 17:37:49,99.64,37.58,UP,HF,S_HFN_H1,20,Herbivore
274,2021-08-09 18:37:49,94.00,34.45,UP,HF,S_HFN_H1,20,Herbivore
275,2021-08-09 19:37:49,79.41,26.34,UP,HF,S_HFN_H1,20,Herbivore
276,2021-08-09 20:37:49,70.61,21.45,UP,HF,S_HFN_H1,20,Herbivore
277,2021-08-09 21:37:49,68.29,20.16,UP,HF,S_HFN_H1,20,Herbivore
278,2021-08-09 22:37:49,67.59,19.77,UP,HF,S_HFN_H1,20,Herbivore
279,2021-08-09 23:37:49,66.36,19.09,UP,HF,S_HFN_H1,20,Herbivore
280,2021-08-10 0:37:49,66.44,19.13,UP,HF,S_HFN_H1,20,Herbivore
281,2021-08-10 1:37:49,67.75,19.86,UP,HF,S_HFN_H1,20,Herbivore
282,2021-08-10 2:37:49,66.98,19.43,UP,HF,S_HFN_H1,20,Herbivore
283,2021-08-10 3:37:49,66.90,19.39,UP,HF,S_HFN_H1,20,Herbivore
284,2021-08-10 4:37:49,66.74,19.30,UP,HF,S_HFN_H1,20,Herbivore
285,2021-08-10 5:37:49,66.67,19.26,UP,HF,S_HFN_H1,20,Herbivore
286,2021-08-10 6:37:49,67.67,19.82,UP,HF,S_HFN_H1,20,Herbivore
287,2021-08-10 7:37:49,71.69,22.05,UP,HF,S_HFN_H1,20,Herbivore
288,2021-08-10 8:37:49,74.70,23.72,UP,HF,S_HFN_H1,20,Herbivore
289,2021-08-10 9:37:49,80.72,27.07,UP,HF,S_HFN_H1,20,Herbivore
290,2021-08-10 10:37:49,84.35,29.08,UP,HF,S_HFN_H1,20,Herbivore
291,2021-08-10 11:37:49,86.67,30.37,UP,HF,S_HFN_H1,20,Herbivore
292,2021-08-10 12:37:49,88.83,31.57,UP,HF,S_HFN_H1,20,Herbivore
293,2021-08-10 13:37:49,90.91,32.73,UP,HF,S_HFN_H1,20,Herbivore
294,2021-08-10 14:37:49,96.78,35.99,UP,HF,S_HFN_H1,20,Herbivore
295,2021-08-10 15:37:49,100.72,38.18,UP,HF,S_HFN_H1,20,Herbivore
296,2021-08-10 16:37:49,100.34,37.96,UP,HF,S_HFN_H1,20,Herbivore
297,2021-08-10 17:37:49,88.75,31.53,UP,HF,S_HFN_H1,20,Herbivore
298,2021-08-10 18:37:49,91.38,32.99,UP,HF,S_HFN_H1,20,Herbivore
299,2021-08-10 19:37:49,80.64,27.02,UP,HF,S_HFN_H1,20,Herbivore
300,2021-08-10 20:37:49,78.87,26.04,UP,HF,S_HFN_H1,20,Herbivore
301,2021-08-10 21:37:49,78.10,25.61,UP,HF,S_HFN_H1,20,Herbivore
302,2021-08-10 22:37:49,77.09,25.05,UP,HF,S_HFN_H1,20,Herbivore
303,2021-08-10 23:37:49,76.32,24.62,UP,HF,S_HFN_H1,20,Herbivore
