Event,Date_Time,TemperatureC,Field,Pop,Cage,Height,Treatment
1,2021/07/28 15:21:29,23.89,DC,DC,S_DCH_H1,60,Herbivore
2,2021/07/28 16:21:29,22.39,DC,DC,S_DCH_H1,60,Herbivore
3,2021/07/28 17:21:29,22.39,DC,DC,S_DCH_H1,60,Herbivore
4,2021/07/28 18:21:29,22.65,DC,DC,S_DCH_H1,60,Herbivore
5,2021/07/28 19:21:29,22.78,DC,DC,S_DCH_H1,60,Herbivore
6,2021/07/28 20:21:29,22.65,DC,DC,S_DCH_H1,60,Herbivore
7,2021/07/28 21:21:29,22.52,DC,DC,S_DCH_H1,60,Herbivore
8,2021/07/28 22:21:29,22.82,DC,DC,S_DCH_H1,60,Herbivore
9,2021/07/28 23:21:29,22.82,DC,DC,S_DCH_H1,60,Herbivore
10,2021/07/29 00:21:29,22.73,DC,DC,S_DCH_H1,60,Herbivore
11,2021/07/29 01:21:29,22.73,DC,DC,S_DCH_H1,60,Herbivore
12,2021/07/29 02:21:29,22.78,DC,DC,S_DCH_H1,60,Herbivore
13,2021/07/29 03:21:29,22.82,DC,DC,S_DCH_H1,60,Herbivore
14,2021/07/29 04:21:29,22.91,DC,DC,S_DCH_H1,60,Herbivore
15,2021/07/29 05:21:29,22.82,DC,DC,S_DCH_H1,60,Herbivore
16,2021/07/29 06:21:29,22.91,DC,DC,S_DCH_H1,60,Herbivore
17,2021/07/29 07:21:29,23.08,DC,DC,S_DCH_H1,60,Herbivore
18,2021/07/29 08:21:29,22.99,DC,DC,S_DCH_H1,60,Herbivore
19,2021/07/29 09:21:29,22.65,DC,DC,S_DCH_H1,60,Herbivore
20,2021/07/29 10:21:29,22.52,DC,DC,S_DCH_H1,60,Herbivore
21,2021/07/29 11:21:29,22.43,DC,DC,S_DCH_H1,60,Herbivore
22,2021/07/29 12:21:29,22.31,DC,DC,S_DCH_H1,60,Herbivore
23,2021/07/29 13:21:29,22.56,DC,DC,S_DCH_H1,60,Herbivore
24,2021/07/29 14:21:29,22.43,DC,DC,S_DCH_H1,60,Herbivore
25,2021/07/29 15:21:29,22.56,DC,DC,S_DCH_H1,60,Herbivore
26,2021/07/29 16:21:29,22.52,DC,DC,S_DCH_H1,60,Herbivore
27,2021/07/29 17:21:29,22.61,DC,DC,S_DCH_H1,60,Herbivore
28,2021/07/29 18:21:29,22.61,DC,DC,S_DCH_H1,60,Herbivore
29,2021/07/29 19:21:29,23.03,DC,DC,S_DCH_H1,60,Herbivore
30,2021/07/29 20:21:29,22.65,DC,DC,S_DCH_H1,60,Herbivore
31,2021/07/29 21:21:29,22.86,DC,DC,S_DCH_H1,60,Herbivore
32,2021/07/29 22:21:29,22.99,DC,DC,S_DCH_H1,60,Herbivore
33,2021/07/29 23:21:29,22.86,DC,DC,S_DCH_H1,60,Herbivore
34,2021/07/30 00:21:29,22.99,DC,DC,S_DCH_H1,60,Herbivore
35,2021/07/30 01:21:29,23.08,DC,DC,S_DCH_H1,60,Herbivore
36,2021/07/30 02:21:29,23.03,DC,DC,S_DCH_H1,60,Herbivore
37,2021/07/30 03:21:29,23.03,DC,DC,S_DCH_H1,60,Herbivore
38,2021/07/30 04:21:29,23.12,DC,DC,S_DCH_H1,60,Herbivore
39,2021/07/30 05:21:29,23.08,DC,DC,S_DCH_H1,60,Herbivore
40,2021/07/30 06:21:29,23.03,DC,DC,S_DCH_H1,60,Herbivore
41,2021/07/30 07:21:29,23.03,DC,DC,S_DCH_H1,60,Herbivore
42,2021/07/30 08:21:29,23.21,DC,DC,S_DCH_H1,60,Herbivore
43,2021/07/30 09:21:29,23.16,DC,DC,S_DCH_H1,60,Herbivore
44,2021/07/30 10:21:29,22.99,DC,DC,S_DCH_H1,60,Herbivore
45,2021/07/30 11:21:29,22.82,DC,DC,S_DCH_H1,60,Herbivore
46,2021/07/30 12:21:29,22.73,DC,DC,S_DCH_H1,60,Herbivore
47,2021/07/30 13:21:29,22.82,DC,DC,S_DCH_H1,60,Herbivore
48,2021/07/30 14:21:29,22.69,DC,DC,S_DCH_H1,60,Herbivore
49,2021/07/30 15:21:29,22.61,DC,DC,S_DCH_H1,60,Herbivore
50,2021/07/30 16:21:29,22.56,DC,DC,S_DCH_H1,60,Herbivore
51,2021/07/30 17:21:29,22.65,DC,DC,S_DCH_H1,60,Herbivore
52,2021/07/30 18:21:29,22.73,DC,DC,S_DCH_H1,60,Herbivore
53,2021/07/30 19:21:29,22.86,DC,DC,S_DCH_H1,60,Herbivore
54,2021/07/30 20:21:29,22.82,DC,DC,S_DCH_H1,60,Herbivore
55,2021/07/30 21:21:29,22.82,DC,DC,S_DCH_H1,60,Herbivore
56,2021/07/30 22:21:29,22.82,DC,DC,S_DCH_H1,60,Herbivore
57,2021/07/30 23:21:29,22.91,DC,DC,S_DCH_H1,60,Herbivore
