"","Event","Date_Time","TemperatureC","Field","Pop","Cage","Height","Treatment"
"182",182,"10/08/2021 23:40:22",9.95,"UP","SC","S_SCN_P1_20",20,"Predator"
"183",183,"10/09/2021 00:40:22",9.39,"UP","SC","S_SCN_P1_20",20,"Predator"
"184",184,"10/09/2021 01:40:22",9.39,"UP","SC","S_SCN_P1_20",20,"Predator"
"185",185,"10/09/2021 02:40:22",8.79,"UP","SC","S_SCN_P1_20",20,"Predator"
"186",186,"10/09/2021 03:40:22",8.71,"UP","SC","S_SCN_P1_20",20,"Predator"
"187",187,"10/09/2021 04:40:22",8.83,"UP","SC","S_SCN_P1_20",20,"Predator"
"188",188,"10/09/2021 05:40:22",8.96,"UP","SC","S_SCN_P1_20",20,"Predator"
"189",189,"10/09/2021 06:40:22",8.28,"UP","SC","S_SCN_P1_20",20,"Predator"
"190",190,"10/09/2021 07:40:22",8.71,"UP","SC","S_SCN_P1_20",20,"Predator"
"191",191,"10/09/2021 08:40:22",10.25,"UP","SC","S_SCN_P1_20",20,"Predator"
"192",192,"10/09/2021 09:40:22",12.44,"UP","SC","S_SCN_P1_20",20,"Predator"
"193",193,"10/09/2021 10:40:22",15.01,"UP","SC","S_SCN_P1_20",20,"Predator"
"194",194,"10/09/2021 11:40:22",18.87,"UP","SC","S_SCN_P1_20",20,"Predator"
"195",195,"10/09/2021 12:40:22",21.23,"UP","SC","S_SCN_P1_20",20,"Predator"
"196",196,"10/09/2021 13:40:22",23.08,"UP","SC","S_SCN_P1_20",20,"Predator"
"197",197,"10/09/2021 14:40:22",20.46,"UP","SC","S_SCN_P1_20",20,"Predator"
"198",198,"10/09/2021 15:40:22",18.36,"UP","SC","S_SCN_P1_20",20,"Predator"
"199",199,"10/09/2021 16:40:22",22.73,"UP","SC","S_SCN_P1_20",20,"Predator"
"200",200,"10/09/2021 17:40:22",14.8,"UP","SC","S_SCN_P1_20",20,"Predator"
"201",201,"10/09/2021 18:40:22",11.62,"UP","SC","S_SCN_P1_20",20,"Predator"
