Event,Date_Time,TemperatureC,Field,Pop,Cage,Height,Treatment
1,2021/07/03 11:43:42,19.90,SC,SC,S_SCH_P1,40,Predator
2,2021/07/03 12:43:42,16.26,SC,SC,S_SCH_P1,40,Predator
3,2021/07/03 13:43:42,16.94,SC,SC,S_SCH_P1,40,Predator
4,2021/07/03 14:43:42,16.73,SC,SC,S_SCH_P1,40,Predator
5,2021/07/03 15:43:42,15.44,SC,SC,S_SCH_P1,40,Predator
6,2021/07/03 16:43:42,16.60,SC,SC,S_SCH_P1,40,Predator
7,2021/07/03 17:43:42,15.78,SC,SC,S_SCH_P1,40,Predator
8,2021/07/03 18:43:42,14.80,SC,SC,S_SCH_P1,40,Predator
9,2021/07/03 19:43:42,14.07,SC,SC,S_SCH_P1,40,Predator
10,2021/07/03 20:43:42,13.17,SC,SC,S_SCH_P1,40,Predator
11,2021/07/03 21:43:42,12.65,SC,SC,S_SCH_P1,40,Predator
12,2021/07/03 22:43:42,12.70,SC,SC,S_SCH_P1,40,Predator
13,2021/07/03 23:43:42,12.65,SC,SC,S_SCH_P1,40,Predator
14,2021/07/04 00:43:42,12.57,SC,SC,S_SCH_P1,40,Predator
15,2021/07/04 01:43:42,12.35,SC,SC,S_SCH_P1,40,Predator
16,2021/07/04 02:43:42,12.31,SC,SC,S_SCH_P1,40,Predator
17,2021/07/04 03:43:42,12.22,SC,SC,S_SCH_P1,40,Predator
18,2021/07/04 04:43:42,12.10,SC,SC,S_SCH_P1,40,Predator
19,2021/07/04 05:43:42,12.22,SC,SC,S_SCH_P1,40,Predator
20,2021/07/04 06:43:42,12.91,SC,SC,S_SCH_P1,40,Predator
21,2021/07/04 07:43:42,13.25,SC,SC,S_SCH_P1,40,Predator
22,2021/07/04 08:43:42,14.54,SC,SC,S_SCH_P1,40,Predator
23,2021/07/04 09:43:42,15.83,SC,SC,S_SCH_P1,40,Predator
24,2021/07/04 10:43:42,17.84,SC,SC,S_SCH_P1,40,Predator
25,2021/07/04 11:43:42,20.85,SC,SC,S_SCH_P1,40,Predator
26,2021/07/04 12:43:42,19.52,SC,SC,S_SCH_P1,40,Predator
27,2021/07/04 13:43:42,21.36,SC,SC,S_SCH_P1,40,Predator
28,2021/07/04 14:43:42,23.94,SC,SC,S_SCH_P1,40,Predator
29,2021/07/04 15:43:42,20.85,SC,SC,S_SCH_P1,40,Predator
30,2021/07/04 16:43:42,22.61,SC,SC,S_SCH_P1,40,Predator
31,2021/07/04 17:43:42,20.68,SC,SC,S_SCH_P1,40,Predator
32,2021/07/04 18:43:42,19.82,SC,SC,S_SCH_P1,40,Predator
33,2021/07/04 19:43:42,16.86,SC,SC,S_SCH_P1,40,Predator
34,2021/07/04 20:43:42,14.93,SC,SC,S_SCH_P1,40,Predator
35,2021/07/04 21:43:42,13.60,SC,SC,S_SCH_P1,40,Predator
36,2021/07/04 22:43:42,13.47,SC,SC,S_SCH_P1,40,Predator
37,2021/07/04 23:43:42,13.64,SC,SC,S_SCH_P1,40,Predator
38,2021/07/05 00:43:42,13.81,SC,SC,S_SCH_P1,40,Predator
39,2021/07/05 01:43:42,14.80,SC,SC,S_SCH_P1,40,Predator
40,2021/07/05 02:43:42,14.41,SC,SC,S_SCH_P1,40,Predator
41,2021/07/05 03:43:42,13.90,SC,SC,S_SCH_P1,40,Predator
42,2021/07/05 04:43:42,13.81,SC,SC,S_SCH_P1,40,Predator
43,2021/07/05 05:43:42,13.85,SC,SC,S_SCH_P1,40,Predator
44,2021/07/05 06:43:42,13.81,SC,SC,S_SCH_P1,40,Predator
45,2021/07/05 07:43:42,14.37,SC,SC,S_SCH_P1,40,Predator
46,2021/07/05 08:43:42,17.20,SC,SC,S_SCH_P1,40,Predator
47,2021/07/05 09:43:42,18.74,SC,SC,S_SCH_P1,40,Predator
48,2021/07/05 10:43:42,18.53,SC,SC,S_SCH_P1,40,Predator
49,2021/07/05 11:43:42,19.00,SC,SC,S_SCH_P1,40,Predator
50,2021/07/05 12:43:42,22.82,SC,SC,S_SCH_P1,40,Predator
51,2021/07/05 13:43:42,22.91,SC,SC,S_SCH_P1,40,Predator
52,2021/07/05 14:43:42,25.78,SC,SC,S_SCH_P1,40,Predator
53,2021/07/05 15:43:42,26.34,SC,SC,S_SCH_P1,40,Predator
54,2021/07/05 16:43:42,31.74,SC,SC,S_SCH_P1,40,Predator
55,2021/07/05 17:43:42,28.01,SC,SC,S_SCH_P1,40,Predator
56,2021/07/05 18:43:42,22.18,SC,SC,S_SCH_P1,40,Predator
57,2021/07/05 19:43:42,20.85,SC,SC,S_SCH_P1,40,Predator
58,2021/07/05 20:43:42,20.33,SC,SC,S_SCH_P1,40,Predator
59,2021/07/05 21:43:42,20.03,SC,SC,S_SCH_P1,40,Predator
60,2021/07/05 22:43:42,19.52,SC,SC,S_SCH_P1,40,Predator
61,2021/07/05 23:43:42,19.30,SC,SC,S_SCH_P1,40,Predator
62,2021/07/06 00:43:42,19.26,SC,SC,S_SCH_P1,40,Predator
63,2021/07/06 01:43:42,19.05,SC,SC,S_SCH_P1,40,Predator
64,2021/07/06 02:43:42,18.79,SC,SC,S_SCH_P1,40,Predator
65,2021/07/06 03:43:42,18.62,SC,SC,S_SCH_P1,40,Predator
66,2021/07/06 04:43:42,18.19,SC,SC,S_SCH_P1,40,Predator
67,2021/07/06 05:43:42,18.10,SC,SC,S_SCH_P1,40,Predator
68,2021/07/06 06:43:42,18.66,SC,SC,S_SCH_P1,40,Predator
69,2021/07/06 07:43:42,19.90,SC,SC,S_SCH_P1,40,Predator
70,2021/07/06 08:43:42,21.36,SC,SC,S_SCH_P1,40,Predator
71,2021/07/06 09:43:42,21.53,SC,SC,S_SCH_P1,40,Predator
72,2021/07/06 10:43:42,22.82,SC,SC,S_SCH_P1,40,Predator
73,2021/07/06 11:43:42,27.15,SC,SC,S_SCH_P1,40,Predator
74,2021/07/06 12:43:42,31.27,SC,SC,S_SCH_P1,40,Predator
75,2021/07/06 13:43:42,32.60,SC,SC,S_SCH_P1,40,Predator
76,2021/07/06 14:43:42,35.05,SC,SC,S_SCH_P1,40,Predator
77,2021/07/06 15:43:42,28.14,SC,SC,S_SCH_P1,40,Predator
78,2021/07/06 16:43:42,20.63,SC,SC,S_SCH_P1,40,Predator
79,2021/07/06 17:43:42,20.76,SC,SC,S_SCH_P1,40,Predator
80,2021/07/06 18:43:42,22.22,SC,SC,S_SCH_P1,40,Predator
81,2021/07/06 19:43:42,21.79,SC,SC,S_SCH_P1,40,Predator
82,2021/07/06 20:43:42,20.03,SC,SC,S_SCH_P1,40,Predator
83,2021/07/06 21:43:42,19.26,SC,SC,S_SCH_P1,40,Predator
84,2021/07/06 22:43:42,18.32,SC,SC,S_SCH_P1,40,Predator
85,2021/07/06 23:43:42,17.97,SC,SC,S_SCH_P1,40,Predator
86,2021/07/07 00:43:42,17.29,SC,SC,S_SCH_P1,40,Predator
87,2021/07/07 01:43:42,17.93,SC,SC,S_SCH_P1,40,Predator
88,2021/07/07 02:43:42,17.37,SC,SC,S_SCH_P1,40,Predator
89,2021/07/07 03:43:42,17.93,SC,SC,S_SCH_P1,40,Predator
90,2021/07/07 04:43:42,18.27,SC,SC,S_SCH_P1,40,Predator
91,2021/07/07 05:43:42,17.80,SC,SC,S_SCH_P1,40,Predator
92,2021/07/07 06:43:42,19.17,SC,SC,S_SCH_P1,40,Predator
93,2021/07/07 07:43:42,20.50,SC,SC,S_SCH_P1,40,Predator
94,2021/07/07 08:43:42,21.40,SC,SC,S_SCH_P1,40,Predator
95,2021/07/07 09:43:42,22.78,SC,SC,S_SCH_P1,40,Predator
96,2021/07/07 10:43:42,25.61,SC,SC,S_SCH_P1,40,Predator
97,2021/07/07 11:43:42,29.77,SC,SC,S_SCH_P1,40,Predator
98,2021/07/07 12:43:42,32.43,SC,SC,S_SCH_P1,40,Predator
99,2021/07/07 13:43:42,32.73,SC,SC,S_SCH_P1,40,Predator
100,2021/07/07 14:43:42,34.23,SC,SC,S_SCH_P1,40,Predator
101,2021/07/07 15:43:42,29.56,SC,SC,S_SCH_P1,40,Predator
102,2021/07/07 16:43:42,25.22,SC,SC,S_SCH_P1,40,Predator
103,2021/07/07 17:43:42,22.86,SC,SC,S_SCH_P1,40,Predator
104,2021/07/07 18:43:42,21.96,SC,SC,S_SCH_P1,40,Predator
105,2021/07/07 19:43:42,21.88,SC,SC,S_SCH_P1,40,Predator
106,2021/07/07 20:43:42,20.68,SC,SC,S_SCH_P1,40,Predator
107,2021/07/07 21:43:42,20.16,SC,SC,S_SCH_P1,40,Predator
108,2021/07/07 22:43:42,20.07,SC,SC,S_SCH_P1,40,Predator
109,2021/07/07 23:43:42,19.39,SC,SC,S_SCH_P1,40,Predator
110,2021/07/08 00:43:42,18.92,SC,SC,S_SCH_P1,40,Predator
111,2021/07/08 01:43:42,17.84,SC,SC,S_SCH_P1,40,Predator
112,2021/07/08 02:43:42,18.44,SC,SC,S_SCH_P1,40,Predator
113,2021/07/08 03:43:42,18.19,SC,SC,S_SCH_P1,40,Predator
114,2021/07/08 04:43:42,18.02,SC,SC,S_SCH_P1,40,Predator
115,2021/07/08 05:43:42,17.46,SC,SC,S_SCH_P1,40,Predator
116,2021/07/08 06:43:42,18.40,SC,SC,S_SCH_P1,40,Predator
117,2021/07/08 07:43:42,17.54,SC,SC,S_SCH_P1,40,Predator
118,2021/07/08 08:43:42,19.47,SC,SC,S_SCH_P1,40,Predator
119,2021/07/08 09:43:42,18.36,SC,SC,S_SCH_P1,40,Predator
120,2021/07/08 10:43:42,18.70,SC,SC,S_SCH_P1,40,Predator
121,2021/07/08 11:43:42,20.85,SC,SC,S_SCH_P1,40,Predator
122,2021/07/08 12:43:42,18.79,SC,SC,S_SCH_P1,40,Predator
123,2021/07/08 13:43:42,18.10,SC,SC,S_SCH_P1,40,Predator
